,Year_Birth,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,web_purchases,cat_purchases,in_store_purchases,NumWebVisitsMonth,Complain,children,accepted_offer,total_purchases,enroll_yr,total_spent
1123,1979,College,Single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,1,0,7,2013,135
1124,1954,College,Married,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,1,0,12,2012,330
1125,1962,College,Single,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,2,1,13,2012,384
1126,1966,College,Single,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,2,0,14,2012,1722
1127,1977,College,Coupled,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,3,0,5,2014,78
1128,1985,High_school,Single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,3,2013,24
1129,1952,Masters,Single,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,1,24,2013,1168
1130,1951,Masters,Married,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,1,13,2013,957
1131,1967,College,Single,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,2,0,3,2013,15
1132,1978,College,Married,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,1,0,4,2014,57
1133,1976,College,Coupled,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,1,1,22,2012,1956
1134,1985,College,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,0,4,20,2013,2013
1135,1974,Masters,Coupled,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,1,0,12,2014,326
1136,1968,PhD,Married,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,2,0,6,2012,77
1137,1962,PhD,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,1,19,2013,1313
1138,1989,Masters,Single,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,6,2014,30
1139,1961,College,Married,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,1,0,12,2013,315
1140,1953,Masters,Coupled,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,1,0,18,2013,660
1141,1989,College,Married,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,1,0,6,2013,74
1142,1978,Masters,Single,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,1,0,5,2014,46
1143,1962,PhD,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,1,0,6,2013,86
1144,1945,College,Single,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,24,2013,1103
1145,1974,Masters,Coupled,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,1,0,7,2014,61
1146,1981,College,Coupled,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,2,7,2013,145
1147,1956,College,Coupled,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,2,0,19,2012,684
1148,1954,PhD,Married,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,1,0,14,2013,411
1149,1986,College,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,2,3,2012,27
1150,1943,PhD,Single,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,25,2013,1060
1151,1964,College,Coupled,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,1,0,21,2012,1459
1152,1979,College,Married,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,1,0,3,2012,18
1153,1974,College,Coupled,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,2,25,2012,1833
1154,1960,Masters,Married,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,1,0,10,2014,237
1155,1963,PhD,Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,2,0,6,2014,48
1156,1976,College,Married,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,2,1,16,2013,515
1157,1974,College,Coupled,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,14,2012,1020
1158,1961,College,Married,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,10,2014,1370
1159,1951,College,Married,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,1,0,23,2013,1026
1160,1965,College,Married,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,1,0,11,2014,301
1161,1956,College,Coupled,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,2,0,19,2012,684
1162,1965,College,Married,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,1,16,2012,499
1163,1994,College,Coupled,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,20,2012,1004
1164,1974,PhD,Married,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,1,0,10,2013,218
1165,1972,College,Married,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,1,0,18,2013,606
1166,1968,Masters,Married,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,1,0,5,2013,75
1167,1968,College,Coupled,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,3,0,6,2012,106
1168,1948,College,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,16,2013,990
1169,1969,College,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,15,2014,1097
1170,1996,High_school,Married,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,3,2014,16
1171,1974,Masters,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,4,2014,34
1172,1990,PhD,Married,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,15,2012,1711
1173,1957,Masters,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,2,1,14,2014,438
1174,1979,High_school,Coupled,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,1,0,5,2013,75
1175,1960,Masters,Married,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,1,0,10,2013,225
1176,1952,Masters,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,2,0,3,2012,18
1177,1981,College,Married,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,1,0,15,2013,470
1178,1981,College,Single,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,2,0,6,2013,91
1179,1991,Masters,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,17,2014,2525
1180,1950,College,Coupled,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,1,0,16,2013,504
1181,1957,College,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,1,0,10,2013,235
1182,1961,PhD,Single,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,2,18,2013,1232
1183,1958,High_school,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,2,0,7,2013,88
1184,1971,College,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,1,0,3,2014,17
1185,1985,College,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,1,0,4,2013,24
1186,1965,College,Married,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,2,0,5,2013,60
1187,1952,PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,1,1,25,2013,1020
1188,1962,PhD,Coupled,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,1,0,8,2012,155
1189,1974,Masters,Married,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,2,0,4,2014,51
1190,1970,Masters,Single,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,1,15,2012,1812
1191,1969,Masters,Single,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,3,21,2012,1461
1192,1960,College,Single,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,1,0,5,2014,96
1193,1952,College,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,1,0,8,2014,160
1194,1969,Masters,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,2,0,7,2013,139
1195,1968,Masters,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,1,0,21,2013,908
1196,1965,Masters,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,1,0,7,2013,183
1197,1969,Masters,Married,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,1,17,2013,1161
1198,1972,PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,13,2014,988
1199,1961,Masters,Single,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,1,0,24,2012,1072
1200,1977,College,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,2,0,8,2013,174
1201,1959,College,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,1,0,19,2013,758
1202,1958,Masters,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,1,0,9,2013,195
1203,1979,College,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,2,4,2012,31
1204,1957,Masters,Coupled,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,16,2013,1084
1205,1956,Masters,Married,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,1,1,19,2013,685
1206,1965,PhD,Married,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,25,2013,1672
1207,1990,College,Married,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,5,2013,43
1208,1957,PhD,Coupled,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,2,1,4,2014,49
1209,1965,College,Coupled,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,1,0,7,2013,133
1210,1957,College,Coupled,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,1,13,2013,363
1211,1955,College,Coupled,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,1,0,16,2013,545
1212,1972,College,Coupled,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,1,1,29,2013,1065
1213,1969,College,Coupled,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,20,2013,2047
1214,1972,College,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,2,0,10,2012,296
1215,1975,College,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,2,1,7,2013,140
1216,1965,College,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,1,0,16,2013,530
1217,1963,PhD,Coupled,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,2,0,8,2012,152
1218,1991,PhD,Coupled,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,23,2013,1598
1219,1963,College,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,1,0,6,2013,114
1220,1986,High_school,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,1,0,7,2012,101
1221,1973,College,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,1,0,3,2013,25
1222,1957,Masters,Single,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,1,21,2013,789
1223,1981,College,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,2,1,5,2013,87
1224,1958,PhD,Single,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,2,0,7,2013,90
1225,1959,PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,1,0,18,2013,1215
1226,1955,PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,1,21,2013,811
1227,1986,College,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,2,5,2012,61
1228,1975,Masters,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,1,0,13,2013,405
1229,1955,Masters,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,2,0,6,2014,72
1230,1971,College,Single,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,2,0,9,2013,189
1231,1986,PhD,Coupled,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,1,0,4,2013,40
1232,1978,College,Single,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,1,0,7,2014,63
1233,1983,College,Coupled,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,1,0,5,2013,52
1234,1976,PhD,Coupled,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,1,0,4,2014,39
1235,1971,College,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,1,0,21,2014,805
1236,1956,Masters,Coupled,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,1,0,7,2014,130
1237,1972,College,Coupled,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,3,23,2013,1631
1238,1989,College,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,1,0,4,2013,34
1239,1952,College,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,2,0,8,2013,152
1240,1984,High_school,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,1,0,4,2014,21
1241,1967,PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,3,0,5,2013,71
1242,1962,College,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,1,1,22,2014,899
1243,1947,Masters,Coupled,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,9,2014,711
1244,1978,PhD,Coupled,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,1,0,12,2012,351
1245,1971,College,Single,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,2014,8
1246,1992,High_school,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,1,0,7,2012,119
1247,1968,College,Coupled,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,2,0,3,2013,21
1248,1973,PhD,Coupled,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,1,0,3,2014,10
1249,1975,College,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,1,24,2014,973
1250,1965,PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,3,12,2013,1536
1251,1952,College,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,2,1,24,2013,992
1252,1967,PhD,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,2,32,2013,1529
1253,1972,College,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,1,0,15,2013,860
1254,1963,College,Single,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,1,0,21,2013,928
1255,1970,PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,2,1,14,2012,418
1256,1955,Masters,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,1,14,2012,587
1257,1975,College,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,1,0,17,2014,641
1258,1976,College,Married,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,2,1,3,2014,23
1259,1969,College,Coupled,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,2,22,2013,2279
1260,1973,PhD,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,2,1,4,2014,49
1261,1983,PhD,Single,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,2,16,2013,1779
1262,1982,Masters,Coupled,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,2,26,2013,1804
1263,1960,College,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,2,0,5,2013,48
1264,1952,College,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,2,1,5,2014,83
1265,1975,College,Single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,0,4,17,2013,1862
1266,1963,PhD,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,2,1,19,2012,793
1267,1970,College,Coupled,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,1,0,6,2013,84
1268,1948,PhD,Married,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,1,0,9,2013,183
1269,1958,Masters,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,18,2014,1383
1270,1944,College,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,1,14,2014,999
1271,1963,Masters,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,1,0,21,2013,825
1272,1972,College,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,2,10,2012,246
1273,1966,Masters,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,2,0,17,2013,610
1274,1968,Masters,Single,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,1,0,6,2012,76
1275,1971,College,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,1,18,2013,1286
1276,1975,Masters,Married,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,1,1,3,2013,30
1277,1964,College,Married,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,3,0,6,2013,99
1278,1978,College,Single,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,1,22,2012,1192
1279,1975,College,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,1,0,13,2013,362
1280,1983,College,Coupled,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,2,18,2012,2130
1281,1971,Masters,Single,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,0,3,26,2012,1229
1282,1957,PhD,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,2,0,4,2012,38
1283,1951,Masters,Coupled,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,15,2013,485
1284,1951,High_school,Married,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,11,2012,434
1285,1970,College,Single,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,1,0,4,2013,44
1286,1972,PhD,Married,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,2,16,2012,496
1287,1969,Masters,Married,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,2,0,5,2013,78
1288,1972,Masters,Married,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,0,4,22,2013,2346
1289,1971,College,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,19,2012,794
1290,1956,College,Married,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,3,2013,17
1291,1971,College,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,1,0,4,2013,26
1292,1973,Masters,Married,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,1,0,6,2014,76
1293,1977,PhD,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,2,0,3,2013,15
1294,1963,PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,2,0,5,2014,62
1295,1954,Masters,Coupled,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,1,0,8,2014,198
1296,1978,PhD,Coupled,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,1,0,4,2013,49
1297,1966,College,Coupled,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,1,20,2013,802
1298,1946,College,Married,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,2,14,2014,1736
1299,1978,College,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,2,0,6,2012,57
1300,1971,Masters,Coupled,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,1,0,2,2013,59
1301,1953,College,Coupled,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,4,18,2013,2302
1302,1985,Masters,Married,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,5,2014,37
1303,1970,College,Single,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,2,0,11,2013,310
1304,1979,College,Married,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,1,18,2012,1305
1305,1966,College,Coupled,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,1,0,21,2013,832
1306,1976,College,Coupled,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,2,0,13,2013,401
1307,1965,PhD,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,2,22,2014,1501
1308,1982,College,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,0,5,27,2014,1189
1309,1972,College,Coupled,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,1,0,25,2013,1194
1310,1960,PhD,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,1,0,19,2014,656
1311,1956,Masters,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,22,2012,1540
1312,1965,Masters,Coupled,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,1,0,12,2013,311
1313,1955,Masters,Coupled,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,1,0,21,2013,820
1314,1989,Masters,Married,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,1,0,11,2014,274
1315,1962,PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,2,0,6,2013,57
1316,1965,College,Coupled,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,1,0,13,2013,448
1317,1973,Masters,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,2,0,4,2014,44
1318,1972,College,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,2,0,6,2013,102
1319,1984,College,Coupled,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,1,0,4,2014,61
1320,1960,Masters,Married,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,26,2013,1643
1321,1958,Masters,Coupled,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,1,0,12,2013,397
1322,1968,College,Coupled,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,1,1,24,2014,1121
1323,1977,College,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,2,2,12,2012,473
1324,1974,High_school,Married,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,1,0,6,2014,50
1325,1962,Masters,Married,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,1,0,22,2013,1678
1326,1982,College,Married,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,6,2014,58
1327,1975,PhD,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,1,0,8,2013,170
1328,1982,Masters,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,2,2013,373
1329,1945,PhD,Coupled,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,0,2,16,2013,1196
1330,1979,College,Married,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,1,0,6,2014,101
1331,1969,College,Married,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,2,1,12,2012,316
1332,1962,College,Married,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,2,18,2013,1400
1333,1948,College,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,26,2013,1424
1334,1978,Masters,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,4,19,2012,844
1335,1975,College,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,1,0,11,2013,311
1336,1982,College,Coupled,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,16,2013,1149
1337,1983,Masters,Married,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,7,2014,129
1338,1952,College,Single,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,1,0,4,2013,32
1339,1982,College,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,1,11,2012,299
1340,1962,College,Coupled,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,1,12,2014,320
1341,1977,Masters,Married,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,1,0,13,2012,441
1342,1949,Masters,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,2,2,17,2012,1178
1343,1990,College,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,5,2013,85
1344,1982,High_school,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,1,0,3,2013,24
1345,1975,College,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,1,0,6,2013,112
1346,1959,Masters,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,1,0,4,2013,30
1347,1983,PhD,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,14,2013,410
1348,1976,College,Coupled,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,1,21,2013,800
1349,1962,PhD,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,1,19,2013,1313
1350,1956,PhD,Coupled,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,22,2013,1483
1351,1993,College,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,1,16,2013,1258
1352,1987,College,Coupled,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,1,0,3,2012,28
1353,1965,College,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,1,0,10,2014,227
1354,1982,College,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,2,19,2012,1555
1355,1962,College,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,1,0,21,2013,861
1356,1978,College,Married,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,1,1,6,2013,103
1357,1946,PhD,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,18,2014,634
1358,1963,College,Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,18,2013,1918
1359,1971,Masters,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,0,7,2013,131
1360,1968,College,Coupled,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,2,0,16,2012,586
1361,1992,High_school,Married,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,1,1,5,2013,62
1362,1974,College,Single,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,2,0,14,2013,447
1363,1950,Masters,Coupled,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,26,2012,939
1364,1977,Masters,Single,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,1,11,2013,797
1365,1958,Masters,Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,1,15,2012,1143
1366,1976,College,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,1,0,14,2013,415
1367,1973,College,Married,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,1,0,4,2013,30
1368,1968,Masters,Single,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,1,0,9,2013,187
1369,1958,College,Married,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,1,0,10,2014,251
1370,1975,College,Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,1,0,10,2014,237
1371,1960,Masters,Coupled,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,2,0,6,2013,91
1372,1965,Masters,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,3,0,4,2013,35
1373,1960,PhD,Single,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,1,16,2012,493
1374,1969,PhD,Married,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,1,0,23,2013,971
1375,1960,College,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,1,0,13,2012,371
